region_name,Shape *,SOURCE_ID,TFR,female_workers,foreigner_households,childcare_centers,population_density,net_migration_rate,local_population_growth,foreign_marriage_rate,Shape_Length,Shape_Area,Intercept,Std. Error (INTRCPT),Pseudo-T (INTRCPT),Significance (INTRCPT),Coefficient (FEMALE_WORKERS),Std. Error (FEMALE_WORKERS),Pseudo-T (FEMALE_WORKERS),Significance (FEMALE_WORKERS),Coefficient (FOREIGNER_HOUSEHOLDS),Std. Error (FOREIGNER_HOUSEHOLDS),Pseudo-T (FOREIGNER_HOUSEHOLDS),Significance (FOREIGNER_HOUSEHOLDS),Coefficient (CHILDCARE_CENTERS),Std. Error (CHILDCARE_CENTERS),Pseudo-T (CHILDCARE_CENTERS),Significance (CHILDCARE_CENTERS),Coefficient (POPULATION_DENSITY),Std. Error (POPULATION_DENSITY),Pseudo-T (POPULATION_DENSITY),Significance (POPULATION_DENSITY),Coefficient (NET_MIGRATION_RATE),Std. Error (NET_MIGRATION_RATE),Pseudo-T (NET_MIGRATION_RATE),Significance (NET_MIGRATION_RATE),Coefficient (LOCAL_POPULATION_GROWTH),Std. Error (LOCAL_POPULATION_GROWTH),Pseudo-T (LOCAL_POPULATION_GROWTH),Significance (LOCAL_POPULATION_GROWTH),Coefficient (FOREIGN_MARRIAGE_RATE),Std. Error (FOREIGN_MARRIAGE_RATE),Pseudo-T (FOREIGN_MARRIAGE_RATE),Significance (FOREIGN_MARRIAGE_RATE),Predicted (TFR),Residual,Std Residual,Influence,Cook's D,Condition Number,Local R-Squared,Number of Neighbors
Gurye-gun,Polygon,96,0.846,8,146,25.9,28.408075,1.585671,0.00419,0.141414,115776.8755,538525435.1,1.235058,0.128387,9.619769,1,-0.001265,0.001468,-0.861935,0,0.000008,0.000042,0.188667,0,-0.018128,0.006693,-2.708455,1,-0.000049,0.000069,-0.712365,0,0.006991,0.023155,0.301932,0,0.091291,4.016909,0.022727,0,1.030942,0.801733,1.285892,0,0.912438,-0.066438,-0.591251,0.327433,0.003466,7319206.877,0.541743,63
Hwasun-gun,Polygon,97,0.77,24,74,17.9,30.55366,0.052114,0.000223,0.073684,87991.14963,434560020.5,1.189968,0.126595,9.399775,1,-0.001371,0.001906,-0.719451,0,0.000004,0.000044,0.09868,0,-0.018595,0.006672,-2.787019,1,-0.000019,0.0001,-0.18434,0,-0.005297,0.022906,-0.23124,0,3.416835,3.971944,0.860242,0,1.166102,0.841745,1.385339,0,0.910382,-0.140382,-1.123417,0.168259,0.005199,7543102.425,0.586603,63
Naju-si,Polygon,98,0.898,11,298,21.7,40.571472,-0.844383,-0.003646,0.076503,144628.117,784217415.7,1.21701,0.130652,9.314871,1,-0.000462,0.001482,-0.311442,0,-0.000005,0.000044,-0.102286,0,-0.01452,0.006793,-2.13755,0,-0.000066,0.000077,-0.862331,0,0.019993,0.022498,0.888646,0,-2.672791,3.990744,-0.669748,0,0.849813,0.75066,1.132088,0,0.950695,-0.052695,-0.413729,0.135929,0.000548,7128640.653,0.495485,63
Buk-gu,Polygon,99,1.086,29.8,986,18,99.734236,2.252603,0.009254,0.060215,144786.1761,603752632.8,1.240752,0.132231,9.383187,1,-0.000033,0.001161,-0.028801,0,-0.000014,0.00004,-0.353684,0,-0.01383,0.006814,-2.029496,0,-0.000076,0.000074,-1.036332,0,0.024924,0.022676,1.099124,0,-4.053893,4.01031,-1.010868,0,0.623307,0.770587,0.808874,0,1.02539,0.06061,0.486097,0.17188,0.000999,7671719.997,0.470973,63
Gimje-si,Polygon,101,1.367,21,648,16.6,76.299496,1.836103,0.009487,0.082243,117687.8427,500107258.2,1.413845,0.134275,10.529469,1,0.000158,0.000322,0.490784,0,-0.000013,0.000013,-0.973026,0,-0.029466,0.006415,-4.593147,1,-0.000116,0.000046,-2.558844,0,-0.004214,0.021701,-0.1942,0,1.737833,4.104643,0.423382,0,0.965867,0.926421,1.042579,0,0.999021,0.367979,2.792747,0.075233,0.012921,16065454.56,0.590044,63
Buan-gun,Polygon,102,0.845,0,347,17.2,49.513502,-0.756369,-0.002239,0.096774,100408.2515,456543971.9,1.400762,0.131094,10.685168,1,0.000085,0.000326,0.259473,0,-0.000017,0.000018,-0.901178,0,-0.026316,0.006233,-4.221685,1,-0.000097,0.000042,-2.275626,0,0.009813,0.021498,0.456489,0,-0.821276,4.02906,-0.203838,0,0.806846,0.896207,0.900289,0,1.010114,-0.165114,-1.253919,0.076409,0.002649,12819420.43,0.574351,63
Gochang-gun,Polygon,103,0.891,14,497,18.8,47.094014,0.515087,0.004931,0.130045,112767.3241,606690576.5,1.360631,0.130464,10.429178,1,-0.000033,0.00039,-0.083506,0,-0.000019,0.00003,-0.620155,0,-0.021662,0.006249,-3.466606,1,-0.000076,0.000048,-1.57286,0,0.021265,0.022758,0.934391,0,-3.10681,4.109788,-0.755954,0,0.670018,0.805304,0.832005,0,1.022803,-0.131803,-1.046326,0.154792,0.004083,9949950.573,0.534579,63
Jangseong-gun,Polygon,104,1.152,10.2,300,13.4,45.150211,-0.850427,0.001798,0.070755,114798.4553,518705525.7,1.32524,0.129939,10.198969,1,-0.000174,0.00051,-0.341631,0,-0.000014,0.000031,-0.453176,0,-0.019726,0.0064,-3.082456,1,-0.000072,0.000054,-1.329039,0,0.021106,0.022973,0.918733,0,-3.139992,4.075964,-0.770368,0,0.716745,0.780903,0.917841,0,1.078725,0.073275,0.582476,0.157037,0.001287,8798605.981,0.515092,63
Hampyeong-gun,Polygon,105,1.217,8.2,231,20.4,46.375212,1.001937,0.003054,0.072581,110012.6295,384654981.9,1.283876,0.131712,9.747634,1,-0.00003,0.000735,-0.040176,0,-0.000016,0.000035,-0.467193,0,-0.015608,0.006621,-2.357229,0,-0.000076,0.000067,-1.129084,0,0.026734,0.022804,1.172363,0,-4.471961,4.030749,-1.109461,0,0.539671,0.775363,0.696024,0,1.010258,0.206742,1.600732,0.111477,0.006547,8354172.037,0.477015,63
Jangheung-gun,Polygon,106,1.257,7,176,18.4,31.717217,-0.751612,-0.004902,0.113095,150520.8589,580546159.4,1.15377,0.131998,8.740815,1,0.000568,0.001547,0.367244,0,-0.000029,0.000042,-0.703584,0,-0.010059,0.006985,-1.440103,0,-0.000073,0.000078,-0.942563,0,0.024522,0.022064,1.111417,0,-3.276911,3.924035,-0.835087,0,0.742367,0.785005,0.945685,0,1.046748,0.210252,1.603468,0.084187,0.004813,7722295.522,0.483924,63
Gangjin-gun,Polygon,107,1.468,9,164,20.2,36.988993,-0.287278,-0.005445,0.057803,149221.5995,475429823.5,1.153328,0.135263,8.526556,1,0.000781,0.001552,0.503536,0,-0.000038,0.000041,-0.909982,0,-0.009034,0.00717,-1.259971,0,-0.000078,0.000078,-0.995599,0,0.024829,0.02243,1.106998,0,-3.635491,3.965361,-0.916812,0,0.64445,0.80653,0.79904,0,1.018729,0.449271,3.65342,0.194497,0.065633,8244743.839,0.470092,63
Haenam-gun,Polygon,108,1.356,61,722,13.9,34.840049,-1.265895,-0.004505,0.140065,246771.4412,966374927.7,1.15724,0.138458,8.358041,1,0.001054,0.001524,0.691958,0,-0.000049,0.00004,-1.204822,0,-0.008144,0.007316,-1.113168,0,-0.000082,0.000078,-1.058399,0,0.025077,0.022941,1.093153,0,-3.939671,4.008755,-0.982767,0,0.527235,0.825791,0.63846,0,1.1303,0.2257,2.384931,0.522952,0.126977,9172569.289,0.460328,63
Yeongam-gun,Polygon,109,1.009,12,2498,27.8,47.379238,1.353368,0.016365,0.128834,147303.7922,592844933.7,1.205759,0.138069,8.732999,1,0.000389,0.001526,0.254765,0,-0.000025,0.000043,-0.569697,0,-0.010893,0.007215,-1.509735,0,-0.000082,0.000079,-1.050179,0,0.026618,0.022943,1.160165,0,-4.512828,4.045007,-1.115654,0,0.516721,0.806667,0.640562,0,0.870687,0.138313,1.530311,0.564876,0.061912,8068905.435,0.450264,63
Boseong-gun,Polygon,110,1.092,8,162,19.2,33.037554,-0.57814,-0.014137,0.102564,130937.1742,629288656.7,1.157234,0.128464,9.008251,1,0.000089,0.00157,0.05642,0,-0.000014,0.000044,-0.325549,0,-0.011975,0.006809,-1.758599,0,-0.000065,0.000078,-0.832129,0,0.022489,0.022081,1.018488,0,-2.39425,3.934678,-0.608499,0,0.911619,0.756705,1.204721,0,1.037889,0.054111,0.438342,0.188312,0.000908,7110498.143,0.507993,63
Suncheon-si,Polygon,111,0.897,48,959,17.9,138.807511,-0.036389,0.012689,0.04508,153905.5821,919053252.1,1.157611,0.12391,9.34236,1,-0.000578,0.001536,-0.376306,0,-0.000004,0.00004,-0.098355,0,-0.014304,0.006552,-2.183081,0,-0.000046,0.000077,-0.597356,0,0.014593,0.022111,0.660012,0,-0.12969,3.865924,-0.033547,0,1.049905,0.75089,1.398215,0,0.908811,-0.011811,-0.101802,0.283065,0.000083,7117765.798,0.553138,63
Seocheon-gun,Polygon,112,0.759,9,413,22.6,72.456528,-0.301398,-0.004613,0.082397,103315.4126,361978193.5,1.313962,0.15098,8.70291,1,0.000055,0.000254,0.214384,0,-0.000004,0.000007,-0.646912,0,-0.027659,0.006774,-4.083159,1,-0.000112,0.000044,-2.534166,0,-0.01873,0.023429,-0.799436,0,4.573345,4.492671,1.017957,0,1.395726,1.008335,1.384189,0,0.779061,-0.020061,-0.163402,0.197111,0.000133,30490368.84,0.587845,63
Hongseong-gun,Polygon,113,1.026,20,1126,18.1,108.074322,0.294967,0.01263,0.085,106020.634,460330281.1,0.748443,0.244457,3.061655,1,0.000068,0.000202,0.334012,0,-0.000002,0.000004,-0.59884,0,-0.008294,0.011233,-0.738384,0,-0.000042,0.000017,-2.523341,0,-0.037062,0.025399,-1.459176,0,9.572887,4.966971,1.927309,0,2.984725,1.70994,1.745515,0,0.956372,0.069628,0.607185,0.299546,0.003211,65878720.98,0.617506,63
Seosan-si,Polygon,114,1.017,42,2409,19.1,115.379836,0.143601,0.013732,0.067891,158467.966,705441364.6,0.878756,0.232864,3.773692,1,-0.00014,0.000204,-0.684835,0,-0.000002,0.000003,-0.68927,0,-0.006156,0.012589,-0.489027,0,-0.000036,0.000009,-4.109957,1,-0.030209,0.023162,-1.304294,0,8.734893,4.796975,1.820917,0,1.074092,1.886012,0.569504,0,0.933928,0.083072,0.71152,0.273928,0.00389,98788935.09,0.749611,63
Gimpo-si,Polygon,115,0.836,98,8391,16.9,817.101322,0.642736,0.011895,0.061277,92903.127,279653199.5,0.907163,0.13566,6.687021,1,-0.000005,0.000209,-0.024551,0,0.000004,0.000003,1.146545,0,-0.002135,0.007554,-0.282579,0,-0.000029,0.000006,-4.666484,1,0.014378,0.015263,0.941993,0,-1.57312,3.377743,-0.465731,0,-1.492844,1.72471,-0.865562,0,0.777976,0.058024,0.446065,0.098702,0.000444,58469075.5,0.6441,63
Paju-si,Polygon,116,0.756,98,4359,17.7,335.924197,1.39309,0.008678,0.050697,157794.6556,571119904.3,0.921079,0.13264,6.944229,1,-0.000021,0.000206,-0.103049,0,0.000004,0.000003,1.246944,0,-0.00049,0.007545,-0.064965,0,-0.00003,0.000006,-5.00064,1,0.012149,0.014757,0.823248,0,-1.286956,3.291379,-0.391008,0,-2.262776,1.699838,-1.331171,0,0.809528,-0.053528,-0.404973,0.069397,0.000249,54043456.31,0.650403,63
Goyang-si,Polygon,117,0.695,24,5913,16.2,1780.325104,-0.124682,0.00633,0.049685,92873.83182,272063266.9,0.910767,0.13277,6.859752,1,-0.000008,0.000207,-0.040468,0,0.000004,0.000003,1.168941,0,-0.001787,0.007457,-0.239624,0,-0.000029,0.000006,-4.776337,1,0.013168,0.014741,0.893285,0,-1.354455,3.268789,-0.41436,0,-1.728718,1.72087,-1.004561,0,0.757411,-0.062411,-0.477746,0.090979,0.000465,50701900.86,0.638604,63
Yangju-si,Polygon,118,0.934,22,2471,18.1,378.492061,21.223983,0.104897,0.046073,92201.53219,312616457.3,0.921084,0.132229,6.965814,1,-0.000023,0.000207,-0.108968,0,0.000004,0.000003,1.197498,0,-0.00028,0.007592,-0.036902,0,-0.00003,0.000006,-4.986068,1,0.011362,0.014602,0.778156,0,-1.154758,3.265573,-0.353616,0,-2.366796,1.720865,-1.375353,0,0.925372,0.008628,0.123147,0.738514,0.000872,50874581.54,0.643486,63
Uijeongbu-si,Polygon,119,0.703,104.5,2662,20.2,2565.277438,0.701316,0.007387,0.045509,38590.70861,77402093.5,0.920261,0.130904,7.030047,1,-0.000025,0.000208,-0.118567,0,0.000004,0.000003,1.15142,0,-0.00079,0.007512,-0.10516,0,-0.000029,0.000006,-4.971294,1,0.011035,0.014435,0.764473,0,-1.035744,3.221284,-0.321532,0,-2.205958,1.711961,-1.288556,0,0.736826,-0.033826,-0.255936,0.069542,0.0001,47572627.8,0.637919,63
Namyangju-si,Polygon,120,0.754,156,2758,19,663.029196,-1.35152,0.001577,0.051018,94427.8515,471810133.7,0.920948,0.130863,7.0375,1,-0.000039,0.000228,-0.171757,0,0.000003,0.000004,0.9094,0,-0.001517,0.007575,-0.200226,0,-0.000029,0.000006,-4.821551,1,0.009388,0.014449,0.649746,0,-0.652956,3.219838,-0.202792,0,-1.991196,1.719706,-1.15787,0,0.760553,-0.006553,-0.050503,0.103069,0.000006,44428029.39,0.625362,63
Seongnam-si,Polygon,121,0.672,213,10166,15.5,2894.509222,-0.600095,0.003447,0.043275,49323.43329,144624365.7,0.943317,0.143927,6.554128,1,-0.000064,0.000207,-0.309294,0,0.000004,0.000003,1.169921,0,-0.002183,0.007622,-0.286448,0,-0.000029,0.000006,-4.795167,1,0.010097,0.014541,0.694398,0,-0.599802,3.216154,-0.186497,0,-2.184168,1.815107,-1.203327,0,0.74972,-0.07772,-0.597975,0.100205,0.000811,47823365.87,0.647398,63
Suwon-si,Polygon,122,0.677,285.9,23876,18.2,4437.927615,1.079173,0.016265,0.044357,45680.3372,127395617.3,0.917883,0.156986,5.846919,1,-0.000072,0.000198,-0.364436,0,0.000003,0.000003,0.823884,0,-0.002205,0.008149,-0.27064,0,-0.00003,0.000006,-5.002756,1,0.009796,0.014511,0.675091,0,-0.122175,3.272498,-0.037334,0,-1.309315,1.754175,-0.7464,0,0.739423,-0.062423,-0.547268,0.307002,0.002702,56763280.84,0.679344,63
Haeundae-gu,Polygon,123,0.652,175.9,1392,15.6,3267.142031,-4.320805,-0.005298,0.045116,32073.22478,50575196.38,1.024667,0.138897,7.377189,1,0.000406,0.000454,0.894488,0,-0.000011,0.000014,-0.800583,0,-0.015824,0.008032,-1.970109,0,-0.000048,0.000012,-4.178465,1,0.000691,0.023033,0.029999,0,7.072208,3.944742,1.792819,0,1.172946,1.001956,1.170657,0,0.688297,-0.036297,-0.320708,0.317689,0.000975,22816431.64,0.598334,63
Geumjeong-gu,Polygon,124,0.58,15,2106,14.6,1703.216468,-2.582993,-0.009762,0.04876,32550.98651,61649880.77,1.030105,0.137868,7.471678,1,0.0004,0.000451,0.886838,0,-0.000011,0.000014,-0.825713,0,-0.016143,0.007948,-2.031186,0,-0.000049,0.000012,-4.246982,1,0.00099,0.022892,0.043226,0,7.144727,3.911611,1.826543,0,1.21359,0.986359,1.230373,0,0.680007,-0.100007,-0.831368,0.229235,0.004186,22036986.58,0.604539,63
Changwon-si,Polygon,125,0.774,152,6735,19.2,608.757646,-2.227524,0.001401,0.047497,266695.2621,731747688.6,0.997961,0.13443,7.423657,1,0.000573,0.000518,1.106867,0,-0.000014,0.000014,-1.009516,0,-0.01186,0.007769,-1.52665,0,-0.00005,0.000011,-4.313389,1,0.003305,0.022593,0.146283,0,7.084455,3.760357,1.883985,0,0.473846,0.971562,0.487715,0,0.756137,0.017863,0.159815,0.334528,0.000261,19609131.71,0.554965,63
Goseong-gun,Polygon,126,0.619,5,497,19.3,51.150333,-1.141415,-0.000678,0.098592,157077.1174,491419761.7,0.952214,0.132075,7.209619,1,0.000875,0.00061,1.432991,0,-0.000017,0.000015,-1.071857,0,-0.008248,0.007703,-1.070774,0,-0.000048,0.000012,-4.116095,1,0.015864,0.023549,0.67366,0,5.344774,3.82939,1.395725,0,0.383424,0.966164,0.396852,0,0.802767,-0.183767,-1.42074,0.108845,0.005021,17861537.61,0.559325,63
Sacheon-si,Polygon,127,0.909,18,969,22.5,137.915937,0.903401,0.01342,0.04878,135228.1631,385225149.6,0.989213,0.129392,7.645093,1,0.000825,0.000633,1.3041,0,-0.000018,0.000016,-1.090331,0,-0.010324,0.007353,-1.404075,0,-0.000051,0.000012,-4.294983,1,0.014459,0.023519,0.614786,0,5.324481,3.861155,1.378986,0,0.661329,0.930118,0.711017,0,0.864118,0.044882,0.387132,0.284069,0.001211,13966743.27,0.592903,63
Hadong-gun,Polygon,128,0.868,12,200,16.2,34.891847,-1.162643,-0.004562,0.059459,142496.1103,654759755.1,1.075907,0.12766,8.427893,1,0.000283,0.000967,0.292698,0,-0.000017,0.000022,-0.75576,0,-0.015354,0.006929,-2.21573,0,-0.000064,0.000036,-1.750017,0,-0.004856,0.023291,-0.208493,0,5.996853,3.918604,1.530354,0,1.121683,0.904354,1.240314,0,0.869977,-0.001977,-0.01544,0.12634,0.000001,9678333.878,0.607685,63
Gwangyang-si,Polygon,129,0.996,18,674,17.3,147.303227,0.755395,0.020776,0.051777,138874.3272,459330094.6,1.093737,0.125059,8.745791,1,-0.000278,0.001269,-0.219178,0,-0.000008,0.000027,-0.31102,0,-0.013273,0.006738,-1.969886,0,-0.000035,0.000064,-0.547204,0,0.01237,0.022755,0.543616,0,2.607347,3.879212,0.672133,0,0.954261,0.860858,1.108501,0,0.961178,0.034822,0.303195,0.297394,0.000792,8452221.562,0.600379,63
Namhae-gun,Polygon,130,0.661,8,228,16.4,62.683246,-0.559155,-0.010538,0.083333,160340.8558,341525026.1,0.971268,0.134547,7.218799,1,0.000924,0.000744,1.241944,0,-0.000016,0.000018,-0.890909,0,-0.00681,0.00782,-0.870878,0,-0.000049,0.000012,-3.946877,1,0.034833,0.024681,1.411358,0,2.086173,4.023205,0.518535,0,0.472866,0.991189,0.477069,0,0.858244,-0.197244,-1.595331,0.185759,0.011824,13414270.62,0.611144,63
Tongyeong-si,Polygon,131,0.711,19,1306,18.4,242.530283,-2.322335,-0.000672,0.053381,317402.7046,216168396.6,0.935998,0.134579,6.955015,1,0.000908,0.000621,1.461383,0,-0.000015,0.000016,-0.974021,0,-0.00667,0.007946,-0.839385,0,-0.000046,0.000012,-3.907594,1,0.021835,0.023554,0.927015,0,3.937872,3.852277,1.022219,0,0.277141,1.004278,0.27596,0,0.761079,-0.050079,-0.400162,0.165775,0.000648,19553852.49,0.570275,63
Geoje-si,Polygon,132,0.717,41,3536,19.4,255.960541,-2.098216,0.010339,0.049962,293981.1589,400430060,0.963111,0.133779,7.199283,1,0.000706,0.000563,1.255259,0,-0.000013,0.000015,-0.915223,0,-0.008845,0.007867,-1.12429,0,-0.000047,0.000012,-4.017018,1,0.012771,0.022738,0.56165,0,5.062465,3.754621,1.348329,0,0.294923,1.00606,0.293147,0,0.801662,-0.084662,-0.688971,0.195693,0.002352,20772389.94,0.553363,63
Saha-gu,Polygon,133,0.676,20,1561,17.5,3330.903928,-2.851914,-0.000099,0.040398,47057.0936,37828353.59,1.006027,0.138378,7.270153,1,0.000473,0.000475,0.995264,0,-0.000012,0.000014,-0.830099,0,-0.013506,0.008035,-1.680789,0,-0.000048,0.000012,-4.131001,1,0.002085,0.022847,0.091248,0,6.799623,3.87448,1.754977,0,0.765238,1.009487,0.758047,0,0.626199,0.049801,0.403428,0.188314,0.000769,22205583.52,0.572451,63
Yeongdo-gu,Polygon,134,0.692,44,588,16.8,3780.849582,-1.059068,-0.000902,0.040968,21970.978,14246529.28,1.010035,0.138802,7.276826,1,0.000453,0.000468,0.966476,0,-0.000011,0.000014,-0.807951,0,-0.014129,0.008057,-1.753602,0,-0.000048,0.000012,-4.119713,1,0.001578,0.022937,0.068793,0,6.842741,3.90612,1.7518,0,0.879024,1.012548,0.868131,0,0.633742,0.058258,0.459692,0.14448,0.000727,22750029.95,0.578827,63
Dongnae-gu,Polygon,135,0.672,79,442,12.4,7202.527076,-2.575597,0.001699,0.030618,27501.70951,25693914.33,1.022564,0.138539,7.381037,1,0.000418,0.000457,0.91516,0,-0.000011,0.000014,-0.817575,0,-0.015416,0.008005,-1.925706,0,-0.000048,0.000012,-4.195806,1,0.000896,0.022928,0.039092,0,7.082375,3.914131,1.809437,0,1.08513,0.997869,1.087448,0,0.553229,0.118771,1.017854,0.274735,0.007992,22288766.39,0.594903,63
Suyeong-gu,Polygon,136,0.561,13,640,13.5,8597.760467,0.417898,0.010737,0.054422,16026.90177,9317313.934,1.019829,0.13882,7.346409,1,0.000422,0.000458,0.920337,0,-0.000011,0.000014,-0.805869,0,-0.015246,0.008034,-1.897636,0,-0.000048,0.000012,-4.16402,1,0.000853,0.022984,0.037092,0,7.029935,3.927139,1.790091,0,1.065627,1.004264,1.061103,0,0.531908,0.029092,0.259966,0.332941,0.000687,22685893.29,0.591691,63
Yeonje-gu,Polygon,137,0.646,5,331,13.4,7877.814297,3.131226,0.024755,0.029743,22770.0998,16672884.44,1.020679,0.138292,7.380585,1,0.000424,0.000458,0.925503,0,-0.000011,0.000014,-0.819468,0,-0.01522,0.007995,-1.903775,0,-0.000048,0.000012,-4.190195,1,0.000959,0.022906,0.041885,0,7.061787,3.906173,1.807853,0,1.052793,0.997651,1.055271,0,0.643105,0.002895,0.026387,0.358986,0.000008,22288687.17,0.59236,63
Busanjin-gu,Polygon,138,0.648,13,1019,12.7,6116.812374,2.650153,0.021708,0.039201,21570.93742,18927904.56,1.015378,0.139257,7.291391,1,0.000437,0.000463,0.941954,0,-0.000011,0.000014,-0.812083,0,-0.01465,0.008066,-1.816235,0,-0.000048,0.000012,-4.149456,1,0.001056,0.022963,0.045983,0,6.98907,3.917264,1.784171,0,0.949975,1.009434,0.941097,0,0.721127,-0.073127,-0.611829,0.239071,0.002395,22491627.74,0.585013,63
Gangseo-gu,Polygon,139,0.987,143,1537,14.8,338.213238,-1.135913,-0.003012,0.044405,120504.3331,174174935.8,1.007688,0.137354,7.33641,1,0.00048,0.000477,1.007298,0,-0.000012,0.000014,-0.864407,0,-0.013459,0.007957,-1.691473,0,-0.000048,0.000012,-4.187887,1,0.002132,0.022716,0.093856,0,6.908134,3.83654,1.800616,0,0.739878,0.996028,0.742828,0,0.852009,0.134991,1.145446,0.260208,0.009398,21422004.09,0.573014,63
Goheung-gun,Polygon,140,1.153,18.1,466,18,43.594043,0.545814,-0.002398,0.092251,307051.9811,763171809.4,1.098049,0.12727,8.627728,1,0.000631,0.001422,0.443643,0,-0.000023,0.000037,-0.635958,0,-0.009751,0.006886,-1.415968,0,-0.00006,0.000073,-0.815332,0,0.027402,0.022394,1.223644,0,-2.076304,3.953468,-0.525186,0,1.027631,0.795288,1.29215,0,1.035175,0.117825,0.903569,0.094269,0.00173,7868210.451,0.525208,63
Wando-gun,Polygon,141,1.048,9,1138,19.9,64.183108,-1.476447,-0.006943,0.134694,404834.8279,357364661.1,1.096105,0.135062,8.115553,1,0.001546,0.001514,1.020858,0,-0.00006,0.000039,-1.556403,0,-0.006179,0.007261,-0.850887,0,-0.000077,0.000078,-0.992323,0,0.024554,0.022541,1.089292,0,-3.076644,3.969357,-0.775099,0,0.682254,0.82799,0.823989,0,0.990323,0.057677,0.473169,0.208555,0.001201,9945867.141,0.488352,63
Muan-gun,Polygon,142,0.968,21.8,545,16,95.528822,0.110507,0.007352,0.048973,206099.5557,457778993.7,1.258472,0.136756,9.20235,1,0.000189,0.00115,0.164397,0,-0.00002,0.000039,-0.507536,0,-0.013056,0.007015,-1.861237,0,-0.000082,0.000075,-1.085921,0,0.029012,0.02333,1.243543,0,-5.131663,4.093723,-1.253544,0,0.412437,0.806404,0.511452,0,1.020661,-0.052661,-0.41376,0.137153,0.000554,8544258.293,0.450083,63
Mokpo-si,Polygon,143,0.762,34,1410,22.7,1971.944077,-1.772455,0.00323,0.056518,54725.35453,49840957.8,1.223534,0.139585,8.765489,1,0.000504,0.001402,0.359593,0,-0.00003,0.00004,-0.757983,0,-0.010853,0.007238,-1.499507,0,-0.000085,0.000077,-1.093542,0,0.028022,0.023317,1.201784,0,-4.953231,4.069349,-1.217205,0,0.396143,0.821746,0.482075,0,0.741063,0.020937,0.457266,0.888331,0.033873,8796977.749,0.443086,63
Seogwipo-si,Polygon,144,0.767,24,2338,19,101.473111,-0.541016,-0.000383,0.092181,183633.8592,844733839,0.980338,0.151503,6.470733,1,0.003065,0.00169,1.814171,0,-0.0001,0.000042,-2.375503,0,0.000944,0.00819,0.115224,0,-0.000089,0.000071,-1.253037,0,0.025234,0.024923,1.012492,0,-3.013871,4.379496,-0.688178,0,0.629788,0.910827,0.691446,0,0.874413,-0.107413,-0.95153,0.321234,0.008726,18488290.54,0.503351,63
