region_name,Shape *,SOURCE_ID,TFR,female_workers,foreigner_households,childcare_centers,population_density,net_migration_rate,local_population_growth,foreign_marriage_rate,Shape_Length,Shape_Area,Intercept,Std. Error (INTRCPT),Pseudo-T (INTRCPT),Significance (INTRCPT),Coefficient (FEMALE_WORKERS),Std. Error (FEMALE_WORKERS),Pseudo-T (FEMALE_WORKERS),Significance (FEMALE_WORKERS),Coefficient (FOREIGNER_HOUSEHOLDS),Std. Error (FOREIGNER_HOUSEHOLDS),Pseudo-T (FOREIGNER_HOUSEHOLDS),Significance (FOREIGNER_HOUSEHOLDS),Coefficient (CHILDCARE_CENTERS),Std. Error (CHILDCARE_CENTERS),Pseudo-T (CHILDCARE_CENTERS),Significance (CHILDCARE_CENTERS),Coefficient (POPULATION_DENSITY),Std. Error (POPULATION_DENSITY),Pseudo-T (POPULATION_DENSITY),Significance (POPULATION_DENSITY),Coefficient (NET_MIGRATION_RATE),Std. Error (NET_MIGRATION_RATE),Pseudo-T (NET_MIGRATION_RATE),Significance (NET_MIGRATION_RATE),Coefficient (LOCAL_POPULATION_GROWTH),Std. Error (LOCAL_POPULATION_GROWTH),Pseudo-T (LOCAL_POPULATION_GROWTH),Significance (LOCAL_POPULATION_GROWTH),Coefficient (FOREIGN_MARRIAGE_RATE),Std. Error (FOREIGN_MARRIAGE_RATE),Pseudo-T (FOREIGN_MARRIAGE_RATE),Significance (FOREIGN_MARRIAGE_RATE),Predicted (TFR),Residual,Std Residual,Influence,Cook's D,Condition Number,Local R-Squared,Number of Neighbors
Jeju-si,Polygon,145,0.844,135,5418,16.2,228.926834,-0.5378,0.008239,0.06298,185096.2542,992858199.8,1.001542,0.147741,6.779054,1,0.002849,0.001643,1.734226,0,-0.000095,0.000041,-2.303035,0,-0.000212,0.007999,-0.026523,0,-0.000088,0.000072,-1.217835,0,0.0252,0.024471,1.029809,0,-3.026952,4.294081,-0.704913,0,0.620833,0.898165,0.691223,0,0.848803,-0.004803,-0.076547,0.790328,0.00045,16978248.68,0.501017,63
Suseong-gu,Polygon,146,0.569,56,746,12.7,2243.462944,-1.693042,0.002677,0.04246,36679.97249,73239961.65,1.102521,0.136501,8.077039,1,0.000331,0.000457,0.72468,0,-0.000014,0.000014,-0.971693,0,-0.018983,0.00776,-2.446298,0,-0.000058,0.000012,-4.908231,1,0.015821,0.024073,0.657226,0,6.545179,4.081192,1.603742,0,1.502297,0.9346,1.607422,0,0.795015,-0.226015,-1.828072,0.185789,0.015529,19873109.71,0.651549,63
Dalseo-gu,Polygon,147,0.684,231,4626,15.8,3749.363665,-3.455884,-0.000839,0.046734,37571.3652,69606502.62,1.111363,0.139381,7.973575,1,0.000415,0.000491,0.845178,0,-0.000015,0.000015,-1.044062,0,-0.018517,0.007754,-2.388106,0,-0.000062,0.000013,-4.961159,1,0.016893,0.0257,0.657302,0,7.092422,4.237818,1.673602,0,1.198286,0.948847,1.262886,0,0.602208,0.081792,0.926524,0.5849,0.024633,19878175.44,0.64544,63
Hwaseong-si,Polygon,148,0.976,199,17383,15.6,503.62575,7.426913,0.043327,0.052291,178623.7736,672800430.6,0.893596,0.161874,5.52033,1,-0.000096,0.000194,-0.495675,0,0.000001,0.000003,0.346325,0,-0.002037,0.008674,-0.234821,0,-0.000032,0.000006,-5.255941,1,0.007723,0.014548,0.530894,0,0.783109,3.373557,0.232131,0,-0.40935,1.677277,-0.244057,0,0.91628,0.05972,0.524083,0.30834,0.002494,68806883.56,0.723925,63
Dangjin-si,Polygon,149,1.025,33,3369,19.1,117.296992,3.148402,0.022894,0.087625,138729.7083,680809867.8,0.911633,0.200513,4.546506,1,-0.000145,0.000197,-0.735341,0,-0.000002,0.000003,-0.517787,0,-0.005319,0.011357,-0.468341,0,-0.000036,0.000008,-4.730538,1,-0.016033,0.019482,-0.822963,0,5.581309,4.291351,1.300595,0,0.6963,1.795795,0.387739,0,0.933367,0.091633,0.762498,0.230734,0.003551,106221660.8,0.773371,63
Boryeong-si,Polygon,150,0.803,20,921,19,84.917489,-1.0481,0.000302,0.079935,170295.7823,579496905.1,0.988915,0.216146,4.575222,1,0.000093,0.000231,0.403165,0,-0.000001,0.000004,-0.353319,0,-0.018568,0.008451,-2.197143,0,-0.000073,0.000035,-2.091585,0,-0.030912,0.02657,-1.163451,0,7.502503,5.077473,1.477606,0,2.757371,1.266608,2.176973,0,0.885536,-0.082536,-0.637514,0.107204,0.000994,49735045.63,0.574151,63
Yeonsu-gu,Polygon,151,0.734,661,8994,15.2,2640.439234,3.833526,0.024723,0.052611,40528.52433,64163849.67,0.91517,0.147187,6.217722,1,-0.000053,0.00021,-0.253758,0,0.000003,0.000003,0.886451,0,-0.002716,0.00774,-0.350975,0,-0.00003,0.000006,-4.976758,1,0.012507,0.015243,0.820478,0,-0.850325,3.375279,-0.251927,0,-1.047878,1.753747,-0.597508,0,0.757093,-0.023093,-0.311034,0.706369,0.004739,63484929.58,0.676141,63
Namdong-gu,Polygon,152,0.592,352,5234,17.8,3883.428571,-5.608468,-0.011003,0.058324,35225.71796,58191534.77,0.920472,0.142265,6.470103,1,-0.000041,0.000209,-0.194372,0,0.000003,0.000003,1.044654,0,-0.002558,0.007613,-0.335982,0,-0.00003,0.000006,-4.868459,1,0.013068,0.015072,0.867019,0,-1.105164,3.332564,-0.331626,0,-1.391702,1.754096,-0.793402,0,0.621853,-0.029853,-0.250081,0.24097,0.000404,58228304.53,0.662557,63
Siheung-si,Polygon,153,0.827,100,25274,19.4,1606.25703,2.560029,0.0221,0.084925,53368.96081,129538666.6,0.922031,0.148603,6.204671,1,-0.000047,0.00021,-0.226613,0,0.000004,0.000003,1.042331,0,-0.002232,0.007814,-0.285628,0,-0.00003,0.000006,-4.855898,1,0.013112,0.015053,0.87106,0,-1.07375,3.343777,-0.321119,0,-1.516407,1.812798,-0.836501,0,0.797042,0.029958,0.251415,0.243678,0.000415,59046605.15,0.661516,63
Ansan-si,Polygon,154,0.754,129,35873,19.5,1620.161698,-4.109618,-0.008671,0.080804,120299.2719,172864658.4,0.907129,0.155256,5.842789,1,-0.000073,0.000208,-0.352129,0,0.000002,0.000003,0.712507,0,-0.002364,0.007992,-0.295792,0,-0.000031,0.000006,-5.144351,1,0.010827,0.014862,0.728489,0,-0.273087,3.323711,-0.082163,0,-0.847638,1.754443,-0.483138,0,0.777004,-0.023004,-0.244205,0.527333,0.001355,63322936.49,0.690881,63
Uiwang-si,Polygon,155,0.755,33,415,17.2,1195.28582,-2.243719,-0.00674,0.035436,37078.86727,49421999.97,0.929492,0.144701,6.423536,1,-0.000053,0.000201,-0.261678,0,0.000003,0.000003,1.038771,0,-0.002629,0.0076,-0.345924,0,-0.000029,0.000006,-4.957274,1,0.010751,0.014438,0.744594,0,-0.576954,3.194624,-0.180602,0,-1.600726,1.739686,-0.920123,0,0.771763,-0.016763,-0.131903,0.139738,0.000058,50802145.94,0.664197,63
Gunpo-si,Polygon,156,0.808,89,3768,21.8,3104.421862,-4.403178,-0.007429,0.04811,26022.64288,34802022.73,0.926451,0.153631,6.030346,1,-0.000062,0.000207,-0.299178,0,0.000004,0.000003,1.023047,0,-0.002082,0.007942,-0.262123,0,-0.00003,0.000006,-4.902341,1,0.01166,0.01469,0.793756,0,-0.705289,3.279121,-0.215085,0,-1.660632,1.846962,-0.899115,0,0.670806,0.137194,1.077373,0.136254,0.003729,56228872.04,0.663194,63
Gwacheon-si,Polygon,157,1.016,10,94,12.7,814.337517,8.81688,0.016292,0.034364,23489.79411,31964552.72,0.92886,0.136656,6.797069,1,-0.000039,0.000202,-0.19472,0,0.000004,0.000003,1.121207,0,-0.002545,0.007386,-0.344504,0,-0.000029,0.000006,-4.904878,1,0.011128,0.014424,0.771453,0,-0.778815,3.182485,-0.244719,0,-1.727577,1.708808,-1.010983,0,0.898902,0.117098,1.160782,0.457939,0.023181,47708963.64,0.654942,63
Gwangmyeong-si,Polygon,158,0.793,83,1898,19.6,2986.095979,-5.465421,-0.028516,0.043729,27475.152,38766880.92,0.925663,0.139414,6.639689,1,-0.000037,0.000207,-0.176726,0,0.000004,0.000003,1.153646,0,-0.002269,0.007522,-0.301698,0,-0.000029,0.000006,-4.829368,1,0.012683,0.014736,0.860672,0,-1.108006,3.258064,-0.340081,0,-1.738596,1.765016,-0.985031,0,0.685109,0.107891,0.876973,0.193788,0.003765,52229841.21,0.652503,63
Gyeyang-gu,Polygon,159,0.55,22,1596,19.4,2759.499231,-6.347501,-0.012272,0.041898,32890.22069,45041568.09,0.915068,0.13509,6.773759,1,-0.00002,0.000208,-0.095198,0,0.000004,0.000003,1.133026,0,-0.002378,0.007455,-0.31903,0,-0.000029,0.000006,-4.776194,1,0.013378,0.014956,0.894546,0,-1.308734,3.303751,-0.396136,0,-1.515904,1.71407,-0.884389,0,0.662418,-0.112418,-0.927821,0.218024,0.004888,53928862.66,0.650795,63
Bupyeong-gu,Polygon,160,0.637,139,8947,16.9,6959.819202,2.539515,0.024536,0.054948,32001.06788,35958691.07,0.918683,0.137378,6.687271,1,-0.000029,0.000208,-0.140736,0,0.000004,0.000003,1.103087,0,-0.002525,0.007495,-0.336889,0,-0.000029,0.000006,-4.819167,1,0.013249,0.015009,0.882704,0,-1.225868,3.313902,-0.369917,0,-1.464025,1.723794,-0.849304,0,0.624652,0.012348,0.093758,0.076101,0.000015,55683625.54,0.656356,63
Bucheon-si,Polygon,161,0.634,142,15502,19.7,6414.914243,-2.671057,-0.000113,0.059207,35896.49532,54902072.34,0.919422,0.136124,6.754297,1,-0.000027,0.000208,-0.130991,0,0.000004,0.000003,1.13715,0,-0.002383,0.007456,-0.319642,0,-0.000029,0.000006,-4.811512,1,0.013063,0.014853,0.879508,0,-1.21507,3.280315,-0.370413,0,-1.581365,1.725736,-0.916342,0,0.612458,0.021542,0.162982,0.069422,0.00004,52968130.69,0.652553,63
Hanam-si,Polygon,163,0.788,72,1160,15,1527.135624,2.172625,0.009607,0.040505,42692.38255,87739752.28,0.929945,0.131866,7.052198,1,-0.000045,0.000214,-0.21158,0,0.000004,0.000003,1.064859,0,-0.002194,0.007435,-0.295064,0,-0.000028,0.000006,-4.796237,1,0.009687,0.014438,0.670931,0,-0.596944,3.193067,-0.18695,0,-1.989701,1.732678,-1.148339,0,0.789181,-0.001181,-0.009015,0.086481,0,43382287.26,0.632963,63
Guri-si,Polygon,164,0.68,84,698,20.7,2421.733895,-1.74394,0.000323,0.04003,29074.45662,32367236.85,0.917896,0.131066,7.003286,1,-0.000019,0.00021,-0.091014,0,0.000004,0.000003,1.102087,0,-0.001731,0.007461,-0.232038,0,-0.000028,0.000006,-4.78032,1,0.011162,0.0144,0.775118,0,-0.950841,3.195023,-0.297601,0,-1.961434,1.754208,-1.118131,0,0.716308,-0.036308,-0.28067,0.108637,0.000196,44652294.25,0.625517,63
Gangdong-gu,Polygon,165,0.629,108,2658,14.4,8295.358306,-0.382852,0.007741,0.043208,23815.68055,28858324.71,0.923116,0.131284,7.031446,1,-0.000029,0.00021,-0.137192,0,0.000004,0.000003,1.107858,0,-0.001981,0.00742,-0.266952,0,-0.000028,0.000006,-4.797212,1,0.010736,0.014388,0.746223,0,-0.835135,3.18607,-0.262121,0,-1.957712,1.744121,-1.122464,0,0.571007,0.057993,0.442248,0.084046,0.000365,44100925.66,0.630061,63
Songpa-gu,Polygon,166,0.543,158.1,3662,14.4,8446.883309,-1.720019,0.00377,0.039303,26282.7054,31763441.71,0.93052,0.13443,6.921964,1,-0.000039,0.00021,-0.183654,0,0.000004,0.000003,1.178398,0,-0.001864,0.007469,-0.249564,0,-0.000028,0.000006,-4.751869,1,0.011027,0.014499,0.760534,0,-0.892659,3.206021,-0.278432,0,-2.138699,1.777097,-1.203479,0,0.566184,-0.023184,-0.178384,0.100268,0.000072,45341150.08,0.635045,63
Seocho-gu,Polygon,167,0.553,86,2233,12.6,3594.667795,1.871277,0.012727,0.052201,36754.46947,46961782.08,0.932777,0.137395,6.789023,1,-0.000038,0.000208,-0.183871,0,0.000004,0.000003,1.229735,0,-0.001869,0.007505,-0.249042,0,-0.000028,0.000006,-4.763843,1,0.011805,0.014546,0.811595,0,-1.03045,3.217408,-0.320273,0,-2.151744,1.799096,-1.196014,0,0.709395,-0.156395,-1.226504,0.133926,0.004737,47678367.69,0.640133,63
Gangnam-gu,Polygon,168,0.558,114,3450,11.7,6067.181174,6.499844,0.030063,0.050333,31188.20426,39832074.27,0.931014,0.13608,6.841667,1,-0.000035,0.000209,-0.166341,0,0.000004,0.000003,1.227844,0,-0.001718,0.007511,-0.228685,0,-0.000028,0.000006,-4.726974,1,0.01178,0.014555,0.809356,0,-1.058421,3.220115,-0.328691,0,-2.206592,1.800626,-1.225458,0,0.683152,-0.125152,-1.001184,0.167667,0.004112,46770419.02,0.635395,63
Nowon-gu,Polygon,169,0.673,114.2,1728,21.7,6119.180006,-2.106891,0.001673,0.03515,28609.69573,40381339.99,0.915279,0.131031,6.985192,1,-0.000014,0.000208,-0.064928,0,0.000004,0.000003,1.132498,0,-0.001397,0.00748,-0.186739,0,-0.000028,0.000006,-4.818576,1,0.011622,0.01443,0.805416,0,-1.080914,3.208694,-0.33687,0,-2.004718,1.744569,-1.149119,0,0.619125,0.053875,0.430123,0.164335,0.000741,45935442.35,0.627793,63
Dobong-gu,Polygon,170,0.518,68,1142,22.7,6682.503625,-2.673928,-0.000687,0.04031,21378.70926,20054567.24,0.914238,0.131301,6.962938,1,-0.000011,0.000207,-0.053832,0,0.000004,0.000003,1.157057,0,-0.001294,0.007485,-0.172867,0,-0.000029,0.000006,-4.82335,1,0.011995,0.014479,0.828448,0,-1.166438,3.220728,-0.362166,0,-2.01052,1.74135,-1.154576,0,0.585649,-0.067649,-0.538379,0.159008,0.001116,46900352.02,0.629829,63
Gangbuk-gu,Polygon,171,0.478,64.5,2985,20.1,6075.327973,-2.82112,-0.005218,0.055932,22891.41572,23076050.55,0.914216,0.131347,6.96032,1,-0.000011,0.000207,-0.055326,0,0.000004,0.000003,1.16158,0,-0.001507,0.007454,-0.202193,0,-0.000028,0.000006,-4.811237,1,0.012166,0.014484,0.839999,0,-1.179214,3.217631,-0.366485,0,-1.937425,1.739577,-1.113733,0,0.585279,-0.107279,-0.802221,0.047447,0.000653,46838738.54,0.63089,63
Jungnang-gu,Polygon,172,0.623,91.8,2972,16.9,10278.52459,-1.247229,0.00365,0.046061,15246.73516,15917775.83,0.916624,0.131292,6.981569,1,-0.000016,0.000208,-0.075821,0,0.000004,0.000003,1.130533,0,-0.001702,0.007452,-0.228439,0,-0.000028,0.000006,-4.776774,1,0.011621,0.014423,0.80567,0,-1.0463,3.19999,-0.32697,0,-1.945946,1.753881,-1.109509,0,0.499209,0.123791,0.946587,0.089027,0.001783,45199112.18,0.627049,63
Eunpyeong-gu,Polygon,173,0.515,106.2,1798,16,7241.389728,0.589187,0.008626,0.051422,27089.81496,32349018.41,0.912008,0.132531,6.881472,1,-0.000008,0.000207,-0.038344,0,0.000004,0.000003,1.174872,0,-0.001736,0.007458,-0.232752,0,-0.000028,0.000006,-4.74573,1,0.012967,0.014632,0.886223,0,-1.316829,3.245259,-0.40577,0,-1.816299,1.743568,-1.041714,0,0.588116,-0.073116,-0.551543,0.063912,0.000423,48476238.06,0.633255,63
Jongno-gu,Polygon,174,0.406,36.4,5600,22.8,3004.043351,-2.030055,-0.006301,0.068616,24236.1871,20798423.79,0.914338,0.13246,6.902755,1,-0.000011,0.000207,-0.051813,0,0.000004,0.000003,1.177291,0,-0.001732,0.007453,-0.232353,0,-0.000028,0.000006,-4.74361,1,0.012689,0.014572,0.870749,0,-1.258403,3.231062,-0.38947,0,-1.876781,1.752243,-1.071073,0,0.664733,-0.258733,-1.992057,0.101436,0.009123,47449902.14,0.63199,63
Seongbuk-gu,Polygon,175,0.588,104,6545,15.7,7990.255786,-2.069106,-0.001431,0.047225,27220.71261,25554899.87,0.913824,0.132136,6.915786,1,-0.000009,0.000207,-0.04575,0,0.000004,0.000003,1.166489,0,-0.001637,0.007467,-0.219277,0,-0.000028,0.000006,-4.740109,1,0.012486,0.014531,0.859257,0,-1.228473,3.224072,-0.381032,0,-1.916415,1.758002,-1.090109,0,0.572525,0.015475,0.116027,0.052451,0.000015,46787189.06,0.628729,63
Dongdaemun-gu,Polygon,176,0.566,80.2,11428,18.5,11933.77072,3.107621,0.017236,0.047287,18625.6304,15877564.75,0.917064,0.132105,6.941933,1,-0.000015,0.000208,-0.072324,0,0.000004,0.000003,1.162035,0,-0.001707,0.007455,-0.228985,0,-0.000028,0.000006,-4.748385,1,0.012078,0.014487,0.833732,0,-1.136078,3.211689,-0.353732,0,-1.955557,1.760582,-1.110745,0,0.517204,0.048796,0.402951,0.218885,0.000927,45952556.49,0.629121,63
Gwangjin-gu,Polygon,177,0.449,87,10143,17.8,9992.773208,-0.910176,0.004643,0.056333,18519.52511,19763781.6,0.922444,0.132585,6.957368,1,-0.000024,0.000209,-0.116417,0,0.000004,0.000003,1.166797,0,-0.001778,0.007448,-0.238668,0,-0.000028,0.000006,-4.757387,1,0.011604,0.01447,0.801906,0,-1.027893,3.204435,-0.320772,0,-2.026629,1.763695,-1.149081,0,0.516066,-0.067066,-0.509962,0.078761,0.000453,45419284.03,0.631472,63
Seongdong-gu,Polygon,178,0.639,68,4756,15.2,7917.251636,-2.768824,-0.00162,0.048674,16439.08151,14690543.72,0.920822,0.133109,6.917824,1,-0.00002,0.000208,-0.09472,0,0.000004,0.000003,1.19198,0,-0.00169,0.007464,-0.226412,0,-0.000028,0.000006,-4.738065,1,0.012176,0.01453,0.837994,0,-1.153181,3.21892,-0.358251,0,-2.027737,1.768516,-1.146575,0,0.558508,0.080492,0.614263,0.08537,0.000717,46414326.48,0.632154,63
Yongsan-gu,Polygon,179,0.547,55,5431,16.2,5345.81061,-4.85138,-0.018032,0.074405,18073.80968,20335372.46,0.922188,0.134264,6.868474,1,-0.000021,0.000208,-0.100656,0,0.000004,0.000003,1.21797,0,-0.00173,0.007472,-0.231506,0,-0.000028,0.000006,-4.736306,1,0.012607,0.014608,0.863013,0,-1.229781,3.234944,-0.380155,0,-2.01756,1.769894,-1.139933,0,0.574391,-0.027391,-0.226543,0.22129,0.000297,47747882.02,0.636343,63
Dongjak-gu,Polygon,180,0.574,95,7289,15.3,10600.51107,-0.832999,0.004855,0.041922,22906.48579,19419249.87,0.925531,0.135939,6.808412,1,-0.000026,0.000208,-0.126383,0,0.000004,0.000003,1.229319,0,-0.001814,0.007492,-0.242099,0,-0.000028,0.000006,-4.74678,1,0.012692,0.014646,0.86659,0,-1.224322,3.241657,-0.377684,0,-2.025997,1.778127,-1.1394,0,0.522055,0.051945,0.39876,0.096112,0.000344,48893172.56,0.639866,63
Seodaemun-gu,Polygon,181,0.57,79.4,7455,14.6,8301.017524,0.303041,0.007188,0.04877,19353.58327,18335040.32,0.915618,0.133018,6.883388,1,-0.000013,0.000207,-0.062761,0,0.000004,0.000003,1.188478,0,-0.0018,0.007449,-0.241608,0,-0.000028,0.000006,-4.744582,1,0.012868,0.014629,0.879673,0,-1.283533,3.241207,-0.396005,0,-1.858651,1.748364,-1.06308,0,0.586276,-0.016276,-0.123014,0.067486,0.000022,48193754.32,0.635617,63
Mapo-gu,Polygon,182,0.476,101.9,5756,16.8,7624.842105,-0.425755,0.005586,0.046279,27967.83624,26310273.3,0.91714,0.133674,6.860999,1,-0.000016,0.000207,-0.076396,0,0.000004,0.000003,1.194848,0,-0.001874,0.007449,-0.251557,0,-0.000028,0.000006,-4.747799,1,0.012991,0.014681,0.884936,0,-1.294318,3.250493,-0.398191,0,-1.841241,1.745784,-1.054678,0,0.591971,-0.115971,-0.863331,0.038853,0.000614,48986374.04,0.639035,63
Yeongdeungpo-gu,Polygon,183,0.635,103.5,15438,16.6,7706.545455,-0.540535,0.010088,0.051887,19270.60769,20159593.21,0.921027,0.134837,6.830686,1,-0.000022,0.000207,-0.105658,0,0.000004,0.000003,1.204142,0,-0.001937,0.007458,-0.259758,0,-0.000029,0.000006,-4.759363,1,0.012911,0.014691,0.878793,0,-1.257692,3.250601,-0.386911,0,-1.873894,1.752658,-1.069172,0,0.611209,0.023791,0.182144,0.091254,0.000068,49450405.57,0.642167,63
Gwanak-gu,Polygon,184,0.394,125,11971,19.4,9623.87555,-1.301928,0.003367,0.059713,24784.36958,31750991.17,0.926264,0.136075,6.807015,1,-0.000034,0.000206,-0.163223,0,0.000004,0.000003,1.169137,0,-0.002262,0.007421,-0.304881,0,-0.000029,0.000006,-4.840156,1,0.012058,0.014557,0.828313,0,-1.01777,3.215593,-0.316511,0,-1.80904,1.740605,-1.039317,0,0.519669,-0.125669,-0.95793,0.083275,0.001698,48876377.91,0.649404,63
Guro-gu,Polygon,185,0.643,249,18646,20.1,9159.004975,-1.539957,0.002401,0.065393,26134.194,19247651,0.921522,0.135969,6.777456,1,-0.000027,0.000207,-0.131041,0,0.000004,0.000003,1.170492,0,-0.002208,0.007453,-0.296316,0,-0.000029,0.000006,-4.798828,1,0.012919,0.014749,0.875908,0,-1.207187,3.259471,-0.370363,0,-1.725106,1.739455,-0.991751,0,0.542973,0.100027,0.798558,0.164256,0.002552,51155145.25,0.648862,63
Yangcheon-gu,Polygon,186,0.533,98,1941,18.9,10384.77011,-2.406818,-0.002715,0.048638,25820.88188,21166305.7,0.919213,0.135252,6.796306,1,-0.00002,0.000208,-0.097817,0,0.000004,0.000003,1.196185,0,-0.001996,0.007471,-0.267149,0,-0.000029,0.000006,-4.750282,1,0.013277,0.014795,0.897392,0,-1.323694,3.273086,-0.404418,0,-1.797036,1.745665,-1.029428,0,0.474591,0.058409,0.450249,0.103597,0.000477,50948880.58,0.643985,63
Geumcheon-gu,Polygon,187,0.559,80,11373,21.4,9245.852535,-1.496083,0.006673,0.084971,22471.74415,15279385.16,0.925763,0.137588,6.728537,1,-0.000033,0.000207,-0.157942,0,0.000004,0.000003,1.184325,0,-0.00215,0.007485,-0.287229,0,-0.000029,0.000006,-4.806941,1,0.012641,0.014682,0.860981,0,-1.141022,3.245901,-0.351527,0,-1.831565,1.762101,-1.039421,0,0.473361,0.085639,0.705291,0.214659,0.002769,50612376.45,0.648397,63
Gunsan-si,Polygon,188,0.796,43,3083,18.8,285.520862,-0.990355,0.006657,0.077514,195961.9276,406201982.9,1.403577,0.142631,9.840628,1,0.000108,0.00029,0.373075,0,-0.000009,0.000009,-0.951402,0,-0.029598,0.006631,-4.463559,1,-0.000119,0.000046,-2.570511,0,-0.008342,0.022495,-0.370863,0,2.567037,4.339794,0.591511,0,1.029466,0.979134,1.051405,0,0.895711,-0.099711,-0.787315,0.145651,0.002152,21879543.34,0.587996,63
Sasang-gu,Polygon,189,0.6,31,1768,17.3,2761.750898,0.141996,0.013972,0.051089,26120.04064,36523945.36,1.012799,0.138811,7.296233,1,0.00045,0.000467,0.962638,0,-0.000012,0.000014,-0.828606,0,-0.014234,0.00804,-1.770328,0,-0.000048,0.000012,-4.161176,1,0.00134,0.022884,0.058566,0,6.974586,3.891672,1.792183,0,0.871059,1.006025,0.865842,0,0.769317,-0.169317,-1.282231,0.071216,0.002567,22121313.33,0.580722,63
Yeosu-si,Polygon,190,0.853,48,1946,14.8,250.448435,-1.447958,0.000101,0.049307,427721.7788,508997598.4,1.047479,0.126557,8.276727,1,0.000592,0.001094,0.541128,0,-0.000015,0.000025,-0.584169,0,-0.009969,0.006936,-1.43729,0,-0.000052,0.000019,-2.715767,1,0.033819,0.023895,1.415354,0,-0.045097,4.000453,-0.011273,0,1.131632,0.848193,1.334169,0,0.893548,-0.040548,-0.326784,0.179881,0.000477,9345679.932,0.586448,63
Anyang-si,Polygon,191,0.811,121,4048,17.5,3889.065437,-1.75155,0.000668,0.044752,34018.50139,58323898.39,0.930561,0.143761,6.472958,1,-0.000047,0.000206,-0.229385,0,0.000004,0.000003,1.13631,0,-0.002262,0.007616,-0.297045,0,-0.000029,0.000006,-4.860929,1,0.01198,0.014621,0.819388,0,-0.916377,3.237337,-0.283065,0,-1.81418,1.799404,-1.008212,0,0.684632,0.126368,0.944177,0.045853,0.000872,52020699.93,0.654763,63
Jindo-gun,Polygon,192,0.908,6,594,16.4,37.299673,-0.839981,-0.00181,0.140845,226543.4334,448189402.8,1.150348,0.142035,8.099065,1,0.001423,0.001517,0.938038,0,-0.000061,0.00004,-1.527775,0,-0.00687,0.007503,-0.915599,0,-0.000087,0.000078,-1.116397,0,0.025309,0.023634,1.070891,0,-4.100139,4.083528,-1.004068,0,0.429801,0.847856,0.506926,0,1.053469,-0.145469,-1.218136,0.24038,0.009562,10656895.02,0.456616,63
Sinan-gun,Polygon,193,1.164,7,330,16.3,32.807128,3.412923,0.005959,0.141935,765934.8764,794477703,1.241057,0.140814,8.813477,1,0.00064,0.001182,0.541083,0,-0.000038,0.000036,-1.05227,0,-0.010765,0.007235,-1.487845,0,-0.000086,0.000076,-1.126291,0,0.029701,0.02397,1.239061,0,-5.352648,4.126718,-1.297071,0,0.266408,0.84418,0.315582,0,1.16207,0.00193,0.01829,0.406991,0.000005,10179008.29,0.441264,63
Ulleung-gun,Polygon,194,0.789,2,73,5.7,75.979395,2.283675,0.022997,0.052632,34482.00725,78092371.89,0.945276,0.156369,6.045172,1,-0.000181,0.000549,-0.329353,0,0.000006,0.000021,0.267329,0,0.006548,0.008354,0.783823,0,-0.000055,0.000032,-1.714515,0,0.06527,0.03358,1.943737,0,-9.836867,5.690463,-1.728659,0,-0.949714,1.200189,-0.791304,0,0.851307,-0.062307,-0.961072,0.776125,0.06521,19691708.29,0.414863,63